"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"860Z200US94501","ZCTA5 94501","25028","724","3.0","0.8","3.0","0.8","3.7","1.0","4.1","1.4","7.4","1.3","10.3","1.8","10.7","1.5","17.4","1.9","11.4","1.4","29.1","2.0","119500","7560","174665","9030","33.3","(X)","(X)","(X)","(X)","(X)","15186","541","1.9","0.8","1.6","0.8","3.0","1.0","2.6","0.8","5.1","1.2","8.8","2.3","10.0","2.0","17.0","2.3","12.4","1.9","37.6","2.8","150081","11615","208843","11963","(X)","(X)","36.5","(X)","(X)","(X)","11558","611","1.3","1.1","0.6","0.5","2.5","1.0","1.5","0.9","3.9","1.3","7.6","2.6","9.1","2.4","15.5","2.3","12.5","2.3","45.5","3.7","179105","16942","236895","15843","(X)","(X)","(X)","(X)","(X)","(X)","9842","736","4.9","1.6","5.7","2.2","5.6","2.0","7.1","3.1","9.9","2.4","12.6","2.9","12.2","2.5","18.6","3.7","9.2","2.0","14.2","2.6","82992","7436","113342","10593","(X)","(X)","(X)","(X)","26.2","(X)",
"860Z200US94502","ZCTA5 94502","4782","417","4.4","4.5","0.0","0.9","0.8","0.7","1.2","1.1","3.3","1.6","4.0","1.9","6.6","2.3","20.4","4.1","11.6","4.0","47.8","6.1","194821","25161","221783","18682","30.7","(X)","(X)","(X)","(X)","(X)","3895","385","0.3","0.5","0.0","1.1","0.0","1.1","0.7","0.8","2.4","1.5","2.0","1.9","4.4","2.2","22.0","4.6","13.2","4.8","55.0","6.5","217716","33199","247346","16540","(X)","(X)","28.5","(X)","(X)","(X)","3246","377","0.0","1.3","0.0","1.3","0.0","1.3","0.4","0.7","2.9","1.9","2.4","2.2","4.1","2.3","18.5","4.9","12.5","5.3","59.2","7.3","239833","31169","N","N","(X)","(X)","(X)","(X)","(X)","(X)","887","260","22.2","21.1","0.0","4.7","4.3","3.8","3.7","4.6","7.0","5.1","12.7","7.8","17.4","8.3","16.2","11.2","5.0","5.3","11.5","8.5","77566","39759","94180","34969","(X)","(X)","(X)","(X)","35.7","(X)",
"860Z200US94503","ZCTA5 94503","5971","255","4.7","2.0","1.2","0.9","2.4","1.3","5.8","1.8","4.8","1.9","9.3","2.3","12.7","3.0","21.1","3.4","15.0","3.2","22.9","3.0","123657","14805","151494","9135","35.7","(X)","(X)","(X)","(X)","(X)","5100","233","3.8","2.3","1.2","0.9","2.1","1.2","4.6","1.9","3.8","1.8","9.0","2.6","11.4","2.8","23.8","3.9","15.8","3.6","24.4","3.3","133869","8705","157565","9063","(X)","(X)","36.2","(X)","(X)","(X)","3821","254","1.7","1.2","0.9","0.9","0.6","0.6","2.5","1.9","2.7","1.5","8.3","3.0","13.5","3.8","24.6","4.7","15.3","3.9","29.8","3.8","145295","7729","N","N","(X)","(X)","(X)","(X)","(X)","(X)","871","219","10.9","7.5","1.5","3.2","6.9","5.0","12.9","7.4","10.6","6.6","15.4","8.7","16.1","10.1","9.2","6.1","5.1","4.5","11.6","6.0","58264","9184","100193","29207","(X)","(X)","(X)","(X)","29.6","(X)",
"860Z200US94505","ZCTA5 94505","5522","354","3.3","2.1","0.8","1.0","3.2","2.6","2.7","1.6","5.8","2.1","5.1","2.6","7.9","3.9","19.4","4.4","18.6","4.2","33.2","4.8","154063","8940","174656","12077","42.6","(X)","(X)","(X)","(X)","(X)","4383","316","4.5","4.0","0.0","1.0","1.2","0.9","1.3","1.1","5.6","2.4","3.0","1.5","8.4","4.5","22.8","5.3","20.2","4.5","33.0","5.8","155590","8984","173996","12261","(X)","(X)","45.0","(X)","(X)","(X)","3616","267","1.2","1.1","0.0","1.2","1.2","1.0","0.6","0.6","5.0","2.5","3.2","1.7","5.6","2.1","21.0","5.1","23.0","5.0","39.3","6.7","173039","13851","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1139","221","6.5","4.4","3.9","4.8","2.9","3.3","9.3","6.7","6.7","4.4","13.3","10.9","7.0","4.7","12.0","4.9","6.9","4.0","31.4","10.9","101023","51365","167448","39519","(X)","(X)","(X)","(X)","30.1","(X)",
"860Z200US94506","ZCTA5 94506","9294","591","2.2","1.4","0.3","0.3","2.3","2.3","2.8","2.2","1.4","0.6","4.6","1.8","4.5","1.5","9.5","2.6","12.0","2.8","60.3","3.9","250,000+","***","341620","31021","36.4","(X)","(X)","(X)","(X)","(X)","7971","498","1.8","1.5","0.0","0.5","2.2","2.5","1.0","0.7","1.0","0.7","3.9","1.9","4.5","1.7","7.6","2.0","12.7","2.9","65.3","3.9","250,000+","***","369412","32651","(X)","(X)","33.2","(X)","(X)","(X)","7281","490","0.6","0.4","0.0","0.6","2.2","2.7","1.1","0.8","0.9","0.7","1.8","1.0","4.1","1.6","6.8","2.1","12.9","3.1","69.6","4.2","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1323","385","5.0","3.9","1.9","2.4","2.5","3.9","14.0","13.9","3.7","3.6","8.8","5.7","5.7","4.8","24.9","14.0","10.0","9.6","23.6","10.0","119948","34023","143429","28426","(X)","(X)","(X)","(X)","53.0","(X)",
"860Z200US94507","ZCTA5 94507","5181","343","0.9","0.8","0.2","0.4","0.7","0.7","1.6","0.9","2.0","1.2","5.2","2.9","4.9","2.7","9.2","2.5","7.1","2.8","68.3","4.6","250,000+","***","403890","43165","33.6","(X)","(X)","(X)","(X)","(X)","4440","335","0.4","0.7","0.0","1.0","0.2","0.3","0.4","0.4","2.9","2.8","4.2","3.1","3.4","1.8","10.0","2.6","5.5","2.6","73.0","5.1","250,000+","***","422481","49861","(X)","(X)","33.2","(X)","(X)","(X)","4111","339","0.4","0.7","0.0","1.0","0.2","0.3","0.1","0.2","1.0","1.0","4.0","3.3","3.6","1.9","10.1","2.7","5.1","2.6","75.3","4.5","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","741","205","3.9","4.7","1.6","2.6","4.2","4.9","8.8","6.1","6.6","5.9","10.5","7.7","4.2","3.8","4.5","4.3","16.7","13.1","39.0","14.0","180275","76797","278107","96065","(X)","(X)","(X)","(X)","35.5","(X)",
"860Z200US94508","ZCTA5 94508","967","161","2.1","2.0","1.0","1.2","5.6","6.4","2.2","2.0","8.9","4.7","14.3","5.8","3.8","2.3","24.8","7.3","13.5","6.4","23.8","6.9","116534","23398","171337","30748","32.3","(X)","(X)","(X)","(X)","(X)","656","128","2.6","2.9","0.0","6.3","7.5","9.3","0.0","6.3","5.9","4.5","11.6","6.3","3.8","2.9","23.9","8.8","16.3","9.0","28.4","9.7","136667","27124","196847","44522","(X)","(X)","29.4","(X)","(X)","(X)","577","118","1.7","2.6","0.0","7.1","8.5","10.6","0.0","7.1","3.3","3.0","13.2","7.3","4.3","3.4","25.3","9.3","18.5","9.8","25.1","9.9","134583","32497","N","N","(X)","(X)","(X)","(X)","(X)","(X)","311","101","1.0","1.6","3.2","3.6","1.6","2.4","6.8","6.2","15.1","11.3","19.9","11.2","3.9","4.2","29.3","17.0","9.3","8.5","10.0","9.9","83594","48322","108872","24374","(X)","(X)","(X)","(X)","29.3","(X)",
"860Z200US94509","ZCTA5 94509","23431","705","5.1","1.2","3.0","1.1","4.5","1.1","6.4","1.4","10.3","1.7","17.8","2.8","13.2","2.2","16.8","2.2","8.9","2.1","14.1","2.4","81512","5227","107855","5530","52.6","(X)","(X)","(X)","(X)","(X)","16723","751","4.8","1.4","2.1","0.9","4.3","1.3","5.2","1.5","7.9","1.9","16.1","2.7","15.3","2.6","16.7","2.7","10.8","2.6","16.7","3.0","90026","7327","118368","7719","(X)","(X)","56.0","(X)","(X)","(X)","10533","675","1.6","1.1","1.4","0.9","3.1","1.3","3.4","1.7","5.6","1.8","14.8","3.2","12.9","2.5","20.7","4.2","12.0","3.9","24.4","4.2","114766","10964","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6708","910","9.1","3.1","6.1","2.5","7.8","3.1","10.9","3.2","17.8","4.9","17.4","5.7","8.6","3.4","14.1","4.9","3.8","2.1","4.4","3.7","46667","10399","66323","9893","(X)","(X)","(X)","(X)","39.4","(X)",
"860Z200US94510","ZCTA5 94510","10925","382","2.4","0.9","2.0","1.1","6.0","2.0","3.4","1.4","5.6","1.6","12.6","2.6","9.0","2.0","20.1","2.9","11.9","1.7","27.0","2.5","125222","12016","150931","6775","28.0","(X)","(X)","(X)","(X)","(X)","6986","264","2.3","1.2","1.3","1.3","2.9","2.0","1.8","1.6","3.1","1.2","10.0","3.3","9.1","2.7","18.8","3.3","15.7","2.4","35.1","3.4","152015","10437","176832","8850","(X)","(X)","30.0","(X)","(X)","(X)","5246","321","0.4","0.5","0.2","0.3","2.2","1.6","0.2","0.3","1.6","1.1","8.0","4.3","7.3","2.7","19.7","3.8","16.5","2.9","43.7","4.3","183125","16642","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3939","465","4.1","2.2","2.1","1.3","11.5","4.0","6.5","3.0","10.1","3.9","17.4","5.2","10.8","3.3","21.6","6.1","5.8","2.1","10.1","3.3","73551","8975","96664","10515","(X)","(X)","(X)","(X)","23.9","(X)",
"860Z200US94511","ZCTA5 94511","900","230","17.6","15.3","0.0","4.6","8.8","10.1","11.6","12.5","4.4","6.2","4.9","7.4","17.4","15.3","15.4","9.6","5.3","6.8","14.6","11.1","78393","25372","92308","26860","23.8","(X)","(X)","(X)","(X)","(X)","393","220","23.7","29.5","0.0","10.2","7.6","12.3","0.0","10.2","0.0","10.2","0.0","10.2","21.1","20.8","8.1","10.6","12.2","14.6","27.2","23.8","99611","79307","121103","54250","(X)","(X)","16.8","(X)","(X)","(X)","239","127","0.0","16.2","0.0","16.2","12.6","19.3","0.0","16.2","0.0","16.2","0.0","16.2","9.2","14.3","13.4","18.4","20.1","24.3","44.8","29.1","181849","82535","N","N","(X)","(X)","(X)","(X)","(X)","(X)","507","229","12.8","13.9","0.0","8.0","9.7","16.3","20.5","21.0","7.9","10.0","8.7","12.9","26.6","24.9","9.1","12.7","0.0","8.0","4.7","8.2","-","**","69462","30546","(X)","(X)","(X)","(X)","29.2","(X)",
"860Z200US94512","ZCTA5 94512","89","92","0.0","35.7","62.9","53.5","28.1","50.9","0.0","35.7","0.0","35.7","0.0","35.7","0.0","35.7","0.0","35.7","9.0","25.7","0.0","35.7","-","**","28328","39308","71.9","(X)","(X)","(X)","(X)","(X)","56","84","0.0","45.3","100.0","45.3","0.0","45.3","0.0","45.3","0.0","45.3","0.0","45.3","0.0","45.3","0.0","45.3","0.0","45.3","0.0","45.3","-","**","N","N","(X)","(X)","100.0","(X)","(X)","(X)","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","33","40","0.0","59.0","0.0","59.0","75.8","62.1","0.0","59.0","0.0","59.0","0.0","59.0","0.0","59.0","0.0","59.0","24.2","62.1","0.0","59.0","-","**","N","N","(X)","(X)","(X)","(X)","24.2","(X)",
"860Z200US94513","ZCTA5 94513","21933","526","2.7","1.0","1.6","0.7","3.4","1.6","2.9","0.9","5.0","1.9","8.3","1.3","10.4","1.9","19.6","2.3","16.4","2.2","29.8","2.6","139736","4390","171056","8405","39.4","(X)","(X)","(X)","(X)","(X)","17656","500","2.0","0.9","0.7","0.5","3.3","1.8","1.6","0.8","3.8","2.2","6.8","1.6","9.6","2.3","20.9","2.8","17.9","2.5","33.3","3.0","152347","10306","184205","9115","(X)","(X)","38.9","(X)","(X)","(X)","14293","559","1.5","0.9","0.2","0.3","1.7","1.1","1.2","0.6","3.6","2.6","5.0","1.7","9.3","2.3","20.5","2.9","18.8","2.9","38.3","3.5","170664","8946","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4277","499","7.5","3.6","5.0","2.9","4.8","2.2","7.5","3.3","10.5","3.3","13.7","3.7","14.0","5.4","15.3","4.2","8.4","4.0","13.2","6.3","75988","7077","106730","22082","(X)","(X)","(X)","(X)","41.1","(X)",
"860Z200US94514","ZCTA5 94514","581","141","2.8","3.1","0.0","7.0","9.1","6.6","4.0","6.4","2.6","4.0","31.2","14.8","2.4","3.5","16.2","9.6","18.1","14.5","13.8","4.6","97946","61558","120183","24105","59.6","(X)","(X)","(X)","(X)","(X)","422","152","1.7","2.6","0.0","9.6","3.6","3.4","5.5","9.0","14.7","20.3","22.0","13.6","3.3","5.0","14.0","10.9","20.4","19.3","14.9","8.2","99464","63393","123380","30071","(X)","(X)","69.7","(X)","(X)","(X)","246","80","2.8","4.3","0.0","15.8","0.0","15.8","0.0","15.8","0.8","2.0","37.8","17.4","5.7","8.1","24.0","17.4","10.2","8.9","18.7","10.6","103611","32295","N","N","(X)","(X)","(X)","(X)","(X)","(X)","159","49","5.7","8.2","0.0","23.2","23.9","21.0","0.0","23.2","8.2","13.2","17.6","16.0","0.0","23.2","22.0","19.2","11.9","13.9","10.7","10.3","67639","65866","89504","26937","(X)","(X)","(X)","(X)","32.7","(X)",
"860Z200US94515","ZCTA5 94515","2671","223","6.6","5.0","3.2","2.8","1.5","1.2","6.4","3.7","11.3","6.0","10.5","4.2","12.0","4.9","18.5","7.3","10.8","5.2","19.1","5.9","97202","14168","169598","46981","33.1","(X)","(X)","(X)","(X)","(X)","1676","167","4.5","6.4","1.1","1.7","0.0","2.5","2.8","3.0","8.1","6.0","11.7","6.1","11.2","6.5","22.9","10.9","9.5","5.9","28.3","9.5","111011","13917","222616","70706","(X)","(X)","34.0","(X)","(X)","(X)","1333","211","4.8","7.7","1.4","2.2","0.0","3.1","1.5","1.7","8.9","6.8","11.9","7.6","13.1","8.1","22.3","10.2","11.1","7.1","25.1","8.4","111303","15122","N","N","(X)","(X)","(X)","(X)","(X)","(X)","995","200","10.2","7.1","6.7","6.9","4.1","3.1","15.2","10.0","16.7","11.3","6.8","4.5","18.5","11.8","10.2","5.3","9.4","7.8","2.2","2.2","40804","30261","70949","13801","(X)","(X)","(X)","(X)","31.7","(X)",
"860Z200US94516","ZCTA5 94516","73","42","4.1","6.8","0.0","39.7","1.4","3.3","0.0","39.7","4.1","6.7","4.1","5.3","17.8","22.6","26.0","22.8","1.4","2.7","41.1","28.6","-","**","159700","53790","49.3","(X)","(X)","(X)","(X)","(X)","59","38","5.1","8.5","0.0","44.2","1.7","4.4","0.0","44.2","0.0","44.2","3.4","5.3","22.0","27.5","15.3","17.7","1.7","3.5","50.8","31.8","200417","174934","176134","61508","(X)","(X)","59.3","(X)","(X)","(X)","57","38","5.3","8.8","0.0","44.9","0.0","44.9","0.0","44.9","0.0","44.9","1.8","3.7","22.8","28.6","15.8","18.5","1.8","3.7","52.6","32.1","201250","160515","N","N","(X)","(X)","(X)","(X)","(X)","(X)","14","16","0.0","90.6","0.0","90.6","0.0","90.6","0.0","90.6","21.4","38.2","7.1","17.0","0.0","90.6","71.4","41.2","0.0","90.6","0.0","90.6","105833","47927","90443","26112","(X)","(X)","(X)","(X)","7.1","(X)",
"860Z200US94517","ZCTA5 94517","4425","228","2.0","1.4","0.2","0.4","2.4","2.0","3.5","2.3","3.4","2.0","7.3","2.3","8.6","3.3","14.4","3.5","21.3","5.4","36.8","5.0","164860","11169","192765","16277","27.4","(X)","(X)","(X)","(X)","(X)","3365","177","0.2","0.3","0.3","0.5","0.7","0.7","3.1","2.5","0.3","0.5","5.4","2.5","7.7","3.8","13.9","3.8","23.2","6.3","45.2","6.7","184426","21741","215904","20957","(X)","(X)","28.5","(X)","(X)","(X)","2713","202","0.2","0.3","0.4","0.6","0.9","0.9","3.9","3.2","0.4","0.6","4.3","2.7","5.6","2.6","13.2","4.1","21.0","6.3","50.2","7.0","200256","17109","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1060","207","7.9","5.5","0.0","3.9","7.7","7.4","4.8","4.2","13.4","8.1","15.1","7.1","9.9","5.4","16.1","7.2","19.1","8.6","5.9","3.5","88500","51725","107300","20574","(X)","(X)","(X)","(X)","23.8","(X)",
"860Z200US94518","ZCTA5 94518","10217","530","2.8","1.2","4.9","3.1","2.8","1.5","4.1","1.4","7.4","2.0","10.7","2.8","13.6","2.6","16.6","3.1","12.3","2.4","24.8","2.5","111406","11434","140691","8124","32.2","(X)","(X)","(X)","(X)","(X)","6832","527","1.8","1.3","2.9","2.5","2.5","1.8","2.3","1.2","6.3","2.3","9.6","3.3","12.5","3.2","17.5","3.9","12.4","2.9","32.2","3.4","130286","15808","163830","9505","(X)","(X)","35.1","(X)","(X)","(X)","4842","375","1.2","1.2","1.1","1.2","1.3","1.4","0.7","0.7","7.1","2.8","7.6","3.0","9.7","2.8","16.3","3.7","14.5","3.4","40.6","4.3","166707","17284","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3385","495","6.2","3.1","9.0","7.3","4.5","2.2","8.1","3.9","8.4","3.4","13.9","5.3","14.4","4.2","17.9","5.7","9.3","3.7","8.3","2.7","74835","19276","88922","9683","(X)","(X)","(X)","(X)","23.3","(X)",
"860Z200US94519","ZCTA5 94519","7098","493","1.3","0.9","1.5","1.2","4.3","2.3","2.1","1.2","10.8","5.2","10.5","3.3","11.3","3.7","18.9","3.8","19.9","3.8","19.2","4.0","123366","11194","142290","12861","36.9","(X)","(X)","(X)","(X)","(X)","4880","341","0.0","0.9","0.8","0.7","3.8","2.6","2.3","1.5","6.0","3.0","8.9","3.9","8.6","3.7","25.3","5.3","21.3","4.3","23.1","5.3","135156","11614","154533","14428","(X)","(X)","39.0","(X)","(X)","(X)","3594","353","0.0","1.2","0.7","0.8","3.2","2.5","1.3","1.5","4.8","3.4","6.3","3.4","5.5","2.7","26.0","6.3","24.5","5.6","27.7","6.7","156157","19169","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2218","454","4.3","2.9","3.1","3.4","5.4","3.8","3.2","2.8","23.2","14.0","14.4","7.6","16.3","9.0","4.5","2.3","16.1","7.7","9.4","5.0","67201","19320","107190","21464","(X)","(X)","(X)","(X)","32.1","(X)",
"860Z200US94520","ZCTA5 94520","13287","563","6.1","2.0","2.7","1.4","5.0","1.7","5.9","2.0","10.2","2.4","16.5","2.8","13.6","2.9","18.7","2.7","11.1","2.6","10.1","1.9","79790","4296","99863","5256","39.4","(X)","(X)","(X)","(X)","(X)","8295","527","5.3","2.3","1.8","1.4","4.3","1.8","4.2","2.0","11.9","3.1","11.7","3.5","16.0","4.0","20.2","3.7","12.7","3.1","11.9","3.0","88641","8516","109617","8099","(X)","(X)","46.2","(X)","(X)","(X)","6103","554","3.9","2.3","1.3","1.2","3.8","2.1","2.6","1.9","9.7","3.4","11.6","4.1","19.4","5.3","19.3","4.8","14.2","3.9","14.3","3.9","97407","12037","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4992","563","10.7","3.8","4.4","2.8","8.0","3.2","9.7","4.4","8.4","2.9","21.1","4.6","10.3","3.1","13.3","3.7","9.5","4.0","4.7","2.1","57479","9767","74752","7643","(X)","(X)","(X)","(X)","25.3","(X)",
"860Z200US94521","ZCTA5 94521","15607","558","3.0","1.0","2.2","1.0","2.4","1.0","3.4","1.1","6.2","1.8","12.0","2.0","8.2","1.7","21.7","2.9","16.0","2.9","24.9","2.3","127312","6815","150882","6734","36.1","(X)","(X)","(X)","(X)","(X)","10806","484","2.0","1.0","0.3","0.3","1.5","1.1","2.0","0.8","4.9","1.5","9.6","2.3","7.9","2.2","22.1","2.9","17.4","3.4","32.3","2.9","149266","8190","174275","7968","(X)","(X)","34.6","(X)","(X)","(X)","8198","508","0.9","1.0","0.4","0.3","1.0","0.9","1.2","0.8","3.1","1.3","7.4","2.2","6.2","2.6","23.5","3.5","19.1","3.9","37.2","2.9","166321","8667","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4801","529","6.2","2.8","6.5","3.1","4.7","2.3","6.2","3.2","10.6","4.3","16.0","4.3","11.2","3.1","20.8","5.8","11.8","6.0","6.0","2.2","74792","12949","89948","9323","(X)","(X)","(X)","(X)","38.0","(X)",
"860Z200US94523","ZCTA5 94523","13817","495","3.4","1.6","0.9","0.8","2.8","1.1","1.8","0.9","6.6","1.8","9.9","2.6","8.7","2.1","18.5","2.5","16.4","3.0","31.0","3.5","142622","12940","170866","10408","33.8","(X)","(X)","(X)","(X)","(X)","9174","341","2.7","2.0","0.7","0.8","1.0","0.7","1.4","0.7","4.5","2.3","6.1","2.1","8.6","2.8","18.2","3.3","17.1","2.9","39.7","4.0","171286","15287","188315","10507","(X)","(X)","33.0","(X)","(X)","(X)","6977","424","1.1","1.0","0.9","1.1","0.5","0.5","1.0","0.9","3.1","1.7","4.5","2.2","5.2","2.2","16.9","3.6","19.1","3.5","47.7","4.5","195055","9558","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4643","555","4.8","2.6","1.3","1.6","6.4","3.1","3.5","2.2","9.7","3.1","19.8","6.7","10.0","3.4","18.3","4.8","14.7","6.5","11.5","4.5","85373","21478","128400","22836","(X)","(X)","(X)","(X)","32.9","(X)",
"860Z200US94525","ZCTA5 94525","1703","185","7.3","7.6","2.2","2.2","4.0","3.4","3.8","3.2","6.6","4.6","12.7","5.7","12.3","5.0","18.0","5.4","10.6","5.1","22.5","6.6","101850","14415","135351","20688","34.1","(X)","(X)","(X)","(X)","(X)","928","166","11.3","13.1","2.4","3.2","0.0","4.5","0.0","4.5","2.5","2.7","8.4","6.6","10.1","5.8","20.7","7.8","12.6","7.7","32.0","10.0","120536","53882","172452","37161","(X)","(X)","38.9","(X)","(X)","(X)","676","155","0.0","6.1","3.3","4.1","0.0","6.1","0.0","6.1","3.4","3.7","8.9","8.1","11.2","7.5","15.8","9.4","16.1","10.0","41.3","11.2","171357","24870","N","N","(X)","(X)","(X)","(X)","(X)","(X)","775","146","2.6","2.9","1.9","3.4","8.8","7.8","8.3","7.0","11.6","8.9","17.9","9.8","14.8","8.4","18.3","7.8","4.6","3.7","11.1","7.3","74575","18472","88941","14580","(X)","(X)","(X)","(X)","28.4","(X)",
"860Z200US94526","ZCTA5 94526","11942","464","2.1","1.0","2.0","1.1","1.7","0.9","1.5","0.7","2.8","1.2","5.1","1.4","4.4","1.4","15.2","2.7","11.9","2.5","53.3","3.5","216974","16343","279061","14830","29.8","(X)","(X)","(X)","(X)","(X)","9138","404","1.3","0.8","0.8","0.7","1.1","0.8","0.6","0.6","1.6","1.0","2.1","1.0","3.7","1.6","14.9","3.2","12.6","3.3","61.3","4.0","248403","14974","314992","17734","(X)","(X)","29.4","(X)","(X)","(X)","7963","421","0.7","0.6","0.5","0.7","1.1","0.8","0.4","0.5","0.8","0.5","1.9","0.9","3.5","1.7","13.4","3.0","12.5","3.8","65.3","4.0","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2804","399","4.4","3.8","6.0","4.0","3.6","2.7","4.5","2.3","6.9","3.4","14.8","5.3","6.8","3.3","17.7","5.3","9.8","3.7","25.5","7.0","106563","21993","157613","32810","(X)","(X)","(X)","(X)","29.4","(X)",
"860Z200US94528","ZCTA5 94528","371","154","8.9","14.0","0.0","10.8","10.5","16.3","6.2","9.8","16.2","19.4","0.0","10.8","4.6","7.8","0.0","10.8","10.0","15.4","43.7","24.8","-","**","285808","151536","39.9","(X)","(X)","(X)","(X)","(X)","332","147","9.9","15.3","0.0","12.0","0.0","12.0","6.9","10.9","18.1","21.7","0.0","12.0","5.1","8.7","0.0","12.0","11.1","17.1","48.8","25.8","-","**","316979","158285","(X)","(X)","44.6","(X)","(X)","(X)","299","144","0.0","13.2","0.0","13.2","0.0","13.2","7.7","11.9","20.1","24.4","0.0","13.2","5.7","10.1","0.0","13.2","12.4","19.3","54.2","25.9","240845","177502","N","N","(X)","(X)","(X)","(X)","(X)","(X)","39","62","0.0","54.3","0.0","54.3","100.0","54.3","0.0","54.3","0.0","54.3","0.0","54.3","0.0","54.3","0.0","54.3","0.0","54.3","0.0","54.3","-","**","N","N","(X)","(X)","(X)","(X)","0.0","(X)",
"860Z200US94530","ZCTA5 94530","10923","319","4.0","1.3","1.2","0.5","2.3","0.9","4.0","1.3","6.8","1.3","10.1","2.0","11.2","1.8","17.5","2.3","12.2","2.2","30.7","2.6","127731","7944","174428","11392","30.6","(X)","(X)","(X)","(X)","(X)","6916","289","2.7","1.6","0.6","0.4","1.3","0.8","3.0","1.1","5.2","1.4","9.6","2.3","10.3","2.5","16.0","2.8","12.9","2.5","38.5","3.6","156000","9371","201085","14789","(X)","(X)","29.1","(X)","(X)","(X)","5396","336","1.4","0.9","0.5","0.5","1.6","1.0","2.0","0.9","5.2","1.4","6.6","1.9","8.7","2.2","13.8","2.7","13.0","2.9","47.2","4.2","190391","16089","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4007","384","6.4","2.3","2.3","1.2","4.2","2.1","5.8","2.8","9.9","2.7","14.3","4.1","11.9","2.6","18.0","4.5","11.9","3.7","15.3","3.6","87414","7333","116664","9280","(X)","(X)","(X)","(X)","30.6","(X)",
